tweet_id,retweet_count,favourite_count
780931614150983680,7072,21199
780858289093574656,1958,7060
780800785462489090,1261,5370
780601303617732608,3270,11856
780543529827336192,1699,6171
780496263422808064,3568,0
780476555013349377,109,0
780459368902959104,1045,5182
780192070812196864,2183,8526
780092040432480260,2232,0
780074436359819264,4808,11881
779834332596887552,6814,18472
779377524342161408,3016,8580
779124354206535695,17757,0
779056095788752897,4389,14439
778990705243029504,6970,19517
778774459159379968,9590,0
778764940568104960,353,845
778748913645780993,1266,6723
778650543019483137,1452,5630
778624900596654080,983,4510
778408200802557953,4182,13331
778396591732486144,11853,0
778383385161035776,1066,5694
778286810187399168,3202,10137
778039087836069888,2566,8307
778027034220126208,1557,6408
777953400541634568,3416,0
777885040357281792,1580,6221
777684233540206592,2843,10981
777641927919427584,4099,0
777621514455814149,2440,8534
777189768882946048,4189,13914
776819012571455488,13275,0
776813020089548800,1170,4776
776477788987613185,2683,8604
776249906839351296,8835,0
776218204058357768,15352,29153
776201521193218049,2444,9354
776113305656188928,4216,11502
776088319444877312,147,1790
775898661951791106,16258,0
775842724423557120,2578,11435
775733305207554048,3875,13565
775729183532220416,4469,12698
775364825476165632,2861,7213
775350846108426240,3791,9908
775085132600442880,4569,15173
774757898236878852,1732,8408
774639387460112384,1678,6579
774314403806253056,5345,21262
773985732834758656,3739,10488
773922284943896577,1695,6250
773704687002451968,1569,6444
773670353721753600,1272,5221
773547596996571136,5950,21586
773336787167145985,4886,0
773308824254029826,7241,22749
773247561583001600,3154,9241
773191612633579521,4006,9765
772877495989305348,3749,8344
772826264096874500,2286,7842
772615324260794368,3276,0
772581559778025472,1654,6331
772193107915964416,1340,5865
772152991789019136,1102,3715
772117678702071809,716,3672
772114945936949249,457,2667
772102971039580160,905,3909
771908950375665664,1823,6396
771770456517009408,3261,11696
771500966810099713,2529,8067
771380798096281600,4886,10240
771171053431250945,7195,0
771136648247640064,2833,8925
771102124360998913,1393,6074
771014301343748096,1605,6724
770787852854652928,1164,4806
770772759874076672,1375,5055
770655142660169732,1729,7170
770414278348247044,2027,6169
770293558247038976,1419,6057
770093767776997377,2945,0
770069151037685760,2224,7402
769940425801170949,9225,30446
769695466921623552,1632,6262
769335591808995329,7482,0
769212283578875904,1658,5250
768970937022709760,6277,13928
768909767477751808,2590,0
768855141948723200,860,4077
768609597686943744,1157,3998
768596291618299904,1238,4906
768554158521745409,5637,0
768473857036525572,3299,13250
768193404517830656,3416,10596
767884188863397888,1329,4634
767754930266464257,5192,15575
767500508068192258,2266,7307
767191397493538821,3630,11970
767122157629476866,2763,9920
766864461642756096,5422,0
766793450729734144,1317,4911
766714921925144576,362,2537
766693177336135680,771,3906
766423258543644672,1528,5850
766313316352462849,1817,6603
766078092750233600,2536,0
766069199026450432,820,4109
766008592277377025,482,3657
765719909049503744,2093,7046
765669560888528897,1193,5044
765395769549590528,3275,26007
765371061932261376,2097,6883
765222098633691136,3276,11335
764857477905154048,1722,6287
764259802650378240,1453,5851
763956972077010945,52,746
763837565564780549,4010,12212
763183847194451968,1424,5219
763167063695355904,2903,0
763103485927849985,2229,7175
762699858130116608,3481,11790
762471784394268675,6187,10924
762464539388485633,4012,10016
762316489655476224,1079,4661
762035686371364864,14958,30930
761976711479193600,1926,5255
761750502866649088,3766,0
761745352076779520,834,4159
761672994376806400,28040,47996
761599872357261312,1151,4007
761371037149827077,17428,0
761334018830917632,1405,5035
761292947749015552,1052,4365
761227390836215808,1515,5189
761004547850530816,3361,11036
760893934457552897,933,3709
760656994973933572,1842,6404
760641137271070720,1248,4838
760539183865880579,3496,7361
760521673607086080,1345,4089
760290219849637889,11069,26025
760252756032651264,840,3838
760190180481531904,1735,5539
760153949710192640,30,0
759943073749200896,2006,5772
759923798737051648,5422,14264
759846353224826880,1899,6545
759793422261743616,1844,5789
759557299618865152,1150,4547
759447681597108224,2378,8252
759446261539934208,469,1620
759197388317847553,1881,5906
759159934323924993,1116,0
759099523532779520,4000,14082
759047813560868866,1931,6283
758854675097526272,873,3446
758828659922702336,3710,10881
758740312047005698,1564,5573
758474966123810816,959,3684
758467244762497024,2132,4654
758405701903519748,1840,5051
758355060040593408,1022,3277
758099635764359168,9590,18449
758041019896193024,358,2622
757741869644341248,3150,6666
757729163776290825,7610,0
757725642876129280,1168,4411
757611664640446465,1055,4435
757597904299253760,289,0
757596066325864448,1020,4215
757400162377592832,6584,14681
757393109802180609,1670,5638
757354760399941633,1364,4379
756998049151549440,1912,6088
756939218950160384,1926,6435
756651752796094464,1246,4892
756526248105566208,3457,10098
756303284449767430,1065,3822
756288534030475264,17061,42730
756275833623502848,1474,6189
755955933503782912,2757,7084
755206590534418437,5141,15936
755110668769038337,10678,20530
754874841593970688,7598,0
754856583969079297,2414,6679
754747087846248448,499,2507
754482103782404096,1881,5124
754449512966619136,706,3629
754120377874386944,2264,7639
753655901052166144,2092,5656
753420520834629632,3417,7626
753398408988139520,1823,5552
753375668877008896,2232,7397
753298634498793472,5463,0
753294487569522689,1001,3256
753039830821511168,20057,35922
753026973505581056,920,3800
752932432744185856,6596,12204
752917284578922496,1512,6724
752701944171524096,2755,0
752682090207055872,1532,5827
752660715232722944,1499,4238
752568224206688256,2187,5314
752519690950500352,3312,7134
752334515931054080,1058,3703
752309394570878976,15575,0
752173152931807232,1757,5770
751950017322246144,875,2969
751937170840121344,1261,5022
751830394383790080,1873,5638
751793661361422336,2781,5617
751598357617971201,2934,7700
751583847268179968,1054,4254
751538714308972544,1204,4879
751456908746354688,963,3110
751251247299190784,5630,12136
751205363882532864,1741,6116
751132876104687617,1251,4905
750868782890057730,1311,4619
750719632563142656,4816,12734
750506206503038976,1103,4299
750429297815552001,4099,12760
750383411068534784,1096,4407
750381685133418496,27,674
750147208377409536,923,3006
750132105863102464,1238,3497
750117059602808832,1258,4203
750101899009982464,810,2943
750086836815486976,514,2101
750071704093859840,3183,7559
750056684286914561,865,3059
750041628174217216,585,3063
750026558547456000,757,2630
750011400160841729,867,3121
749996283729883136,786,2954
749981277374128128,2373,4941
749774190421639168,1272,4521
749417653287129088,1575,5904
749403093750648834,507,2524
749395845976588288,3292,8278
749317047558017024,2148,5303
749075273010798592,1985,5560
749064354620928000,1469,4652
749036806121881602,762,2995
748977405889503236,3263,10419
748932637671223296,2157,5598
748705597323898880,918,2687
748699167502000129,1523,4590
748692773788876800,1284,4104
748575535303884801,1909,5859
748568946752774144,647,2129
748346686624440324,1186,5045
748337862848962560,3934,7346
748324050481647620,724,3566
748307329658011649,683,3573
748220828303695873,7435,13646
747963614829678593,2050,5578
747933425676525569,2448,6392
747885874273214464,928,2826
747844099428986880,715,2723
747816857231626240,1113,4676
747651430853525504,147,1323
747648653817413632,5577,12443
747600769478692864,540,2254
747594051852075008,1002,3545
747512671126323200,1545,5331
747461612269887489,1003,3740
747439450712596480,1835,5230
747242308580548608,2776,0
747219827526344708,1497,5078
747204161125646336,869,3238
747103485104099331,3792,9202
746906459439529985,284,2793
746872823977771008,2044,5782
746818907684614144,1670,5132
746790600704425984,1529,4702
746757706116112384,3744,9220
746726898085036033,1719,5838
746542875601690625,1817,4866
746521445350707200,940,0
746507379341139972,1039,4492
746369468511756288,1561,5991
746131877086527488,2097,6648
746056683365994496,780,3456
745789745784041472,1016,3856
745712589599014916,2223,6755
745433870967832576,2439,6810
745422732645535745,2315,8254
745314880350101504,2622,6887
745074613265149952,3335,7547
745057283344719872,2149,6977
744995568523612160,588,2859
744971049620602880,2565,7592
744709971296780288,1496,5396
744334592493166593,2009,6516
744234799360020481,74174,150333
744223424764059648,345,1594
743980027717509120,1049,4026
743895849529389061,926,3522
743835915802583040,1974,0
743609206067040256,1332,4309
743595368194129920,6228,17658
743545585370791937,902,3409
743510151680958465,3562,7639
743253157753532416,1171,4085
743222593470234624,1831,5977
743210557239623680,1308,3701
742534281772302336,3418,6800
742528092657332225,1871,4253
742465774154047488,3752,6986
742423170473463808,3568,9458
742385895052087300,1873,6548
742161199639494656,1302,4142
742150209887731712,1473,4909
741793263812808706,1436,4382
741743634094141440,2615,7855
741438259667034112,779,3555
741303864243200000,3063,8440
741099773336379392,5269,9603
741067306818797568,2945,9180
740995100998766593,2587,6095
740711788199743490,900,3266
740699697422163968,745,2740
740676976021798912,6508,17440
740373189193256964,12697,33701
740365076218183684,409,2360
740359016048689152,822,3159
740214038584557568,1871,6428
739979191639244800,5637,19192
739932936087216128,1030,3903
739844404073074688,818,3653
739623569819336705,1297,3620
739606147276148736,1579,5197
739544079319588864,20191,37882
739485634323156992,2781,6852
739238157791694849,55273,111226
738891149612572673,6,100
738885046782832640,1093,3628
738883359779196928,756,3167
738537504001953792,1463,4882
738402415918125056,785,3131
738184450748633089,1159,4142
738166403467907072,3179,8406
738156290900254721,613,2400
737826014890496000,1688,5047
737800304142471168,3306,9599
737678689543020544,1253,4825
737445876994609152,4236,9822
737322739594330112,772,3456
737310737551491075,7063,14051
736736130620620800,1635,4068
736392552031657984,6989,16979
736365877722001409,1181,3822
736225175608430592,2658,7770
736010884653420544,2820,7559
735991953473572864,1090,3437
735648611367784448,1050,3887
735635087207878657,2245,5921
735274964362878976,4773,12508
735256018284875776,840,3195
735137028879360001,926,3002
734912297295085568,506,2642
734787690684657664,5991,12020
734776360183431168,509,2404
734559631394082816,376,1432
733828123016450049,746,3432
733822306246479872,975,3525
733482008106668032,901,2990
733460102733135873,1205,4010
733109485275860992,16258,51225
732732193018155009,509,2329
732726085725589504,848,3411
732585889486888962,745,3500
732375214819057664,2386,7751
732005617171337216,5112,14242
