tweet_id,retweet_count,favourite_count
731285275100512256,953,3357
731156023742988288,1207,3677
730924654643314689,1880,5887
730573383004487680,2025,4670
730427201120833536,988,3337
730211855403241472,1008,3648
730196704625098752,1787,4632
729854734790754305,1066,3861
729838605770891264,359,1659
729823566028484608,1181,3814
729463711119904772,2203,5537
729113531270991872,303,1800
728986383096946689,777,3011
728760639972315136,1621,4471
728751179681943552,646,2647
728653952833728512,992,3176
728409960103686147,1898,4698
728387165835677696,913,3557
728046963732717569,1144,4109
728035342121635841,1585,4355
728015554473250816,1044,3951
727685679342333952,606,2844
727644517743104000,1663,5615
727524757080539137,1153,4277
727314416056803329,708,3190
727286334147182592,782,2930
727175381690781696,1324,3748
727155742655025152,1262,3468
726935089318363137,2314,6575
726887082820554753,1441,3680
726828223124897792,957,3420
726224900189511680,1091,4238
725842289046749185,2536,6794
725786712245440512,1302,3999
725729321944506368,1685,4982
725458796924002305,580,1356
724983749226668032,1232,3579
724771698126512129,600,2235
724405726123311104,1585,5061
724049859469295616,1692,4151
724046343203856385,530,2546
724004602748780546,1464,4005
723912936180330496,1172,3729
723688335806480385,2776,7323
723673163800948736,844,2904
723179728551723008,1770,5071
722974582966214656,1488,3927
722613351520608256,1556,4774
721503162398597120,1731,4410
721001180231503872,584,2423
720785406564900865,729,2961
720775346191278080,626,2350
720415127506415616,1425,3957
720389942216527872,2377,6091
720340705894408192,925,2741
720059472081784833,1067,3693
720043174954147842,1913,4725
719991154352222208,1655,4636
719704490224398336,1355,4343
719551379208073216,1802,4837
719367763014393856,711,2678
719339463458033665,1175,4262
719332531645071360,901,3293
718971898235854848,1029,3329
718939241951195136,1662,5029
718631497683582976,7604,18057
718613305783398402,455,2335
718540630683709445,963,2334
718460005985447936,499,2580
718454725339934721,1434,4647
718246886998687744,470,1830
718234618122661888,943,3705
717841801130979328,566,2345
717790033953034240,1045,2736
717537687239008257,1752,5548
717428917016076293,427,1548
717421804990701568,796,3011
717047459982213120,1828,6017
717009362452090881,914,3099
716802964044845056,1109,4107
716791146589110272,1506,7881
716730379797970944,410,1180
716447146686459905,5566,12500
716439118184652801,200,2287
716285507865542656,999,2660
716080869887381504,1816,6500
715928423106027520,839,3058
715758151270801409,1361,3555
715733265223708672,1609,4478
715704790270025728,546,2658
715696743237730304,1228,3747
715680795826982913,1521,4107
715360349751484417,1489,5239
715342466308784130,654,2919
715220193576927233,616,2321
715200624753819648,1771,4937
715009755312439296,1164,3979
714982300363173890,987,3568
714962719905021952,4036,7031
714957620017307648,1345,3976
714631576617938945,944,3135
714606013974974464,879,3488
714485234495041536,1073,2551
714258258790387713,696,2912
714251586676113411,795,3134
714214115368108032,831,2187
714141408463036416,1335,4141
713919462244790272,755,3154
713909862279876608,517,1817
713900603437621249,697,2720
713761197720473600,1302,4656
713411074226274305,1242,4249
713177543487135744,2731,6914
713175907180089344,1400,4259
712809025985978368,6391,18249
712717840512598017,4719,11799
712668654853337088,1152,3992
712438159032893441,1489,5089
712309440758808576,25,228
712097430750289920,984,3616
712092745624633345,850,2825
712085617388212225,465,3134
712065007010385924,593,2161
711998809858043904,123,0
711968124745228288,2197,7712
711743778164514816,948,2722
711732680602345472,3878,8428
711694788429553666,17428,31456
711652651650457602,864,3700
711363825979756544,1079,3477
711306686208872448,705,3165
711008018775851008,582,2871
710997087345876993,1323,4388
710844581445812225,648,2442
710833117892898816,504,2571
710658690886586372,535,2222
710609963652087808,2274,4603
710588934686908417,1771,4348
710296729921429505,702,2279
710283270106132480,496,2069
710272297844797440,1193,4337
710269109699739648,1067,2296
710153181850935296,853,2795
710140971284037632,844,2639
710117014656950272,1882,5228
709918798883774466,1034,3354
709901256215666688,98,639
709852847387627521,1144,3357
709566166965075968,1140,3399
709556954897764353,1019,3143
709519240576036864,227,1436
709449600415961088,542,2113
709409458133323776,649,2531
709225125749587968,544,2304
709207347839836162,5478,11961
709198395643068416,610,2356
709179584944730112,641,1933
709158332880297985,393,1953
709042156699303936,1554,4532
708853462201716736,631,1731
708845821941387268,855,2854
708834316713893888,476,1618
708810915978854401,6564,15809
708738143638450176,779,2650
708711088997666817,683,2426
708479650088034305,645,2438
708469915515297792,778,2975
708400866336894977,9548,15249
708356463048204288,1257,3435
708349470027751425,704,2259
708149363256774660,1482,4128
708130923141795840,818,3242
708119489313951744,936,2579
708109389455101952,532,1877
708026248782585858,1836,4219
707995814724026368,1077,2999
707983188426153984,2,49
707969809498152960,914,2577
707776935007539200,913,3146
707741517457260545,584,2392
707738799544082433,2338,3908
707693576495472641,953,3256
707629649552134146,827,2464
707610948723478529,6030,16279
707420581654872064,663,2160
707411934438625280,569,2208
707387676719185920,1213,3353
707377100785885184,1032,3129
707315916783140866,605,2377
707297311098011648,745,2677
707059547140169728,644,2490
707038192327901184,753,2098
707021089608753152,1289,3918
707014260413456384,570,2223
706904523814649856,7482,13987
706901761596989440,556,1963
706681918348251136,931,3169
706644897839910912,1040,2461
706593038911545345,604,2073
706538006853918722,1366,3343
706516534877929472,982,2999
706346369204748288,882,3316
706310011488698368,7513,20387
706291001778950144,455,1641
706265994973601792,889,2630
706169069255446529,2111,3746
706166467411222528,1523,4945
706153300320784384,366,1420
705975130514706432,695,2976
705970349788291072,853,3051
705898680587526145,527,2283
705786532653883392,493,1856
705591895322394625,1097,3039
705475953783398401,872,2846
705442520700944385,1531,4223
705428427625635840,1592,3655
705239209544720384,721,2879
705223444686888960,761,2485
705102439679201280,492,2052
705066031337840642,585,2099
704871453724954624,1068,4107
704859558691414016,506,2157
704847917308362754,1444,4872
704819833553219584,933,2538
704761120771465216,2776,6369
704499785726889984,959,2789
704491224099647488,75,718
704480331685040129,1026,3261
704364645503647744,3388,7657
704347321748819968,334,1514
704134088924532736,434,1444
704113298707505153,548,1785
704054845121142784,878,2804
703774238772166656,435,1774
703769065844768768,1089,3127
703631701117943808,639,2468
703611486317502464,1458,3691
703425003149250560,1296,3646
703407252292673536,663,2343
703382836347330562,1091,3365
703356393781329922,369,1839
703268521220972544,519,1902
703079050210877440,2943,7093
703041949650034688,11853,25277
702932127499816960,686,2479
702899151802126337,430,1539
702684942141153280,1016,3100
702671118226825216,536,2101
702598099714314240,3284,11755
702539513671897089,916,2771
702332542343577600,1474,3048
702321140488925184,1003,3150
702276748847800320,734,2362
702217446468493312,1284,4595
701981390485725185,938,3311
701952816642965504,979,3692
701889187134500865,1324,3399
701805642395348998,1594,3275
701601587219795968,434,2017
701570477911896070,886,2707
701545186879471618,582,2563
701214700881756160,4853,11733
700890391244103680,538,2132
700864154249383937,598,2496
700847567345688576,476,2360
700796979434098688,894,2342
700747788515020802,8835,21883
700518061187723268,761,2510
700505138482569216,547,2201
700462010979500032,1697,3960
700167517596164096,698,2536
700151421916807169,643,2159
700143752053182464,2590,7217
700062718104104960,652,2535
700029284593901568,555,1994
700002074055016451,1275,3176
699801817392291840,907,2918
699788877217865730,489,2149
699779630832685056,1181,2623
699775878809702401,578,1884
699691744225525762,4382,9870
699446877801091073,2501,5719
699434518667751424,494,2095
699423671849451520,307,1306
699413908797464576,597,2004
699370870310113280,417,1826
699323444782047232,827,3030
699088579889332224,595,2163
699079609774645248,617,2352
699072405256409088,1135,2846
699060279947165696,1718,3587
699036661657767936,1151,2509
698989035503689728,928,3212
698953797952008193,872,2577
698907974262222848,592,2432
698710712454139905,650,2377
698703483621523456,356,1393
698635131305795584,328,1250
698549713696649216,595,2227
698355670425473025,427,1776
698342080612007937,920,2172
698262614669991936,1902,4584
698195409219559425,5687,16094
698178924120031232,708,2707
697995514407682048,322,1460
697990423684476929,1227,3147
697943111201378304,646,2299
697881462549430272,1109,2892
697630435728322560,522,1674
697616773278015490,965,3022
697596423848730625,1204,2888
697575480820686848,481,1960
697516214579523584,1060,1967
697482927769255936,637,2331
697463031882764288,1339,3287
697270446429966336,1799,4526
697259378236399616,955,3166
697255105972801536,1104,2948
697242256848379904,640,2435
696900204696625153,979,3047
696894894812565505,648,2245
696886256886657024,1710,4658
696877980375769088,684,2357
696754882863349760,345,1424
696744641916489729,886,1988
696713835009417216,618,2277
696518437233913856,1645,3765
696490539101908992,136,1166
696488710901260288,980,2413
696405997980676096,1108,3084
696100768806522880,622,1856
695816827381944320,1101,2893
695794761660297217,737,3040
695767669421768709,702,1784
695629776980148225,1998,4385
695446424020918272,1737,4239
695409464418041856,3419,8334
695314793360662529,1385,3479
695095422348574720,587,2544
695074328191332352,1048,2721
695064344191721472,563,1540
695051054296211456,761,2552
694925794720792577,875,2592
694905863685980160,892,2638
694669722378485760,13677,34390
694356675654983680,273,1444
694352839993344000,582,1959
694342028726001664,463,1521
694329668942569472,480,1918
694206574471057408,1948,3997
694183373896572928,887,2826
694001791655137281,975,3269
693993230313091072,383,1807
693942351086120961,351,1681
693647888581312512,557,2584
693644216740769793,118,1300
693642232151285760,396,2445
693629975228977152,756,2351
693622659251335168,356,1471
693590843962331137,1864,4839
693582294167244802,236,1584
693486665285931008,600,1697
693280720173801472,1188,3218
693267061318012928,774,2287
693262851218264065,474,2118
693231807727280129,711,2762
693155686491000832,3056,7566
693109034023534592,578,1638
693095443459342336,433,1790
692919143163629568,725,2581
692905862751522816,834,2335
692901601640583168,573,1688
692894228850999298,756,2170
692828166163931137,851,2761
692752401762250755,3482,6544
692568918515392513,1469,4192
692535307825213440,1296,3030
692530551048294401,393,1766
692423280028966913,212,1418
692417313023332352,3295,8995
692187005137076224,781,2438
692158366030913536,754,2063
692142790915014657,371,1580
692041934689402880,1204,3262
692017291282812928,907,2776
691820333922455552,1577,3808
691793053716221953,4038,7820
691756958957883396,942,2729
691675652215414786,486,1876
691483041324204033,534,2298
691459709405118465,1081,3884
691444869282295808,807,2532
691416866452082688,7289,18594
691321916024623104,632,2481
691096613310316544,842,2858
691090071332753408,320,1661
690989312272396288,2733,5669
690959652130045952,1188,3438
690938899477221376,1859,3936
690932576555528194,969,3157
690735892932222976,1212,3639
690728923253055490,493,2088
690690673629138944,783,2235
690649993829576704,262,1249
690607260360429569,16,286
690597161306841088,578,1866
690400367696297985,429,1813
690374419777196032,805,3122
690360449368465409,839,2558
690348396616552449,490,1439
690248561355657216,393,1612
690021994562220032,979,2693
690015576308211712,702,2389
690005060500217858,1612,3528
689999384604450816,350,1355
689993469801164801,428,1402
689977555533848577,428,1319
689905486972461056,660,2359
689877686181715968,1108,2923
689835978131935233,720,2092
689661964914655233,893,3109
689659372465688576,3664,9963
689623661272240129,616,2141
689599056876867584,5258,11207
689557536375177216,434,1974
689517482558820352,1361,3259
689289219123089408,887,2163
689283819090870273,1049,3135
689280876073582592,674,1908
689275259254616065,235,1098
689255633275777024,1034,2461
689154315265683456,947,2965
689143371370250240,481,1947
688916208532455424,822,2610
688908934925697024,729,2028
688898160958271489,744,2011
688894073864884227,653,2157
688828561667567616,349,1330
688804835492233216,181,923
688789766343622656,632,2129
688547210804498433,665,2484
688519176466644993,699,2229
688385280030670848,4261,8905
688211956440801280,791,2161
688179443353796608,559,2053
688116655151435777,740,2715
688064179421470721,345,1662
687841446767013888,2388,5238
687826841265172480,1070,2638
687818504314159109,910,2388
687807801670897665,683,2289
687732144991551489,633,1691
687704180304273409,802,2342
687664829264453632,487,1864
687494652870668288,551,1827
687480748861947905,229,1539
687476254459715584,507,1907
687460506001633280,518,1978
687399393394311168,587,1824
687317306314240000,8739,19362
687312378585812992,1809,4192
687127927494963200,2153,5205
687124485711986689,483,2102
687109925361856513,2344,5593
687102708889812993,923,2256
687096057537363968,579,2149
686947101016735744,3047,8304
686760001961103360,1323,3377
686749460672679938,1381,3344
686730991906516992,1144,3971
686683045143953408,766,2714
686618349602762752,1297,3554
686606069955735556,522,1813
686394059078897668,657,1673
686386521809772549,841,3135
686377065986265092,539,2126
686358356425093120,629,2089
686286779679375361,1599,3864
686050296934563840,695,2135
686035780142297088,111,1103
686034024800862208,1088,2956
686007916130873345,391,2379
686003207160610816,591,1756
685973236358713344,494,2014
685943807276412928,560,1562
685906723014619143,2725,7184
685681090388975616,116,1959
685667379192414208,537,2264
685663452032069632,1390,3091
685641971164143616,731,2799
685547936038666240,14834,31591
685532292383666176,1102,2918
685325112850124800,3766,9052
685321586178670592,598,2538
685315239903100929,995,3154
685307451701334016,416,1999
685268753634967552,1139,2971
685198997565345792,636,2240
685169283572338688,1360,3950
684969860808454144,352,2293
684959798585110529,2977,6542
684940049151070208,990,3073
684926975086034944,443,3351
684914660081053696,1387,3363
684902183876321280,504,1793
684880619965411328,768,2003
684830982659280897,20659,33623
684800227459624960,952,2617
684594889858887680,3332,8531
684588130326986752,1345,3947
684567543613382656,1154,2890
684538444857667585,905,2539
684481074559381504,1122,3724
684460069371654144,531,1894
684241637099323392,3117,7787
684225744407494656,196,1192
684222868335505415,1301,3679
684200372118904832,995,2063
684195085588783105,486,1830
684188786104872960,1104,3357
684177701129875456,629,1940
684147889187209216,1449,2876
684122891630342144,447,1923
684097758874210310,1365,3951
683857920510050305,1067,3663
683852578183077888,330,1869
683849932751646720,908,2509
683834909291606017,1071,2526
683828599284170753,1009,2695
683773439333797890,1283,3209
683742671509258241,3160,6206
683515932363329536,2755,7037
683498322573824003,922,3047
683481228088049664,953,2560
683462770029932544,645,2327
683449695444799489,1533,3715
683391852557561860,2277,7336
683357973142474752,872,2781
683142553609318400,990,2754
683111407806746624,869,3256
683098815881154561,624,2087
683078886620553216,542,1921
683030066213818368,713,2081
682962037429899265,15612,35237
682808988178739200,158,1709
682788441537560576,1059,2382
682750546109968385,414,1454
682697186228989953,345,1260
682662431982772225,1028,2928
682638830361513985,563,1983
682429480204398592,1094,3301
682406705142087680,1671,7261
682393905736888321,633,2148
682389078323662849,445,1598
682303737705140231,929,2943
682259524040966145,1131,3972
682242692827447297,1088,3093
682088079302213632,9346,17462
682059653698686977,1595,4727
682047327939461121,890,3069
682032003584274432,1886,6310
682003177596559360,1441,2991
681981167097122816,982,2694
681891461017812993,777,2371
681694085539872773,3849,12282
681679526984871937,418,1688
681654059175129088,862,2518
681610798867845120,443,1815
681579835668455424,1237,3394
681523177663676416,5463,13668
681340665377193984,260,1577
681339448655802368,3884,8914
681320187870711809,704,2528
681302363064414209,1725,3756
681297372102656000,904,3081
681281657291280384,1045,3091
681261549936340994,251,1398
681242418453299201,501,1423
681231109724700672,464,2310
681193455364796417,1400,3546
680970795137544192,619,2312
680959110691590145,1902,4401
680940246314430465,988,3061
680934982542561280,413,2006
680913438424612864,588,2314
680889648562991104,349,1693
680836378243002368,1255,3312
680805554198020098,635,2060
680801747103793152,777,2280
680798457301471234,982,2726
680609293079592961,660,2515
680583894916304897,1257,3469
680497766108381184,1817,4055
680494726643068929,463,1646
680473011644985345,715,2438
680440374763077632,474,1392
680221482581123072,280,1417
680206703334408192,1106,2710
680191257256136705,476,2062
680176173301628928,1467,3722
680161097740095489,700,2229
680145970311643136,1655,3456
680130881361686529,893,2196
680115823365742593,863,2607
680100725817409536,1304,3440
680085611152338944,8549,12278
680070545539371008,817,2478
679877062409191424,614,1893
679872969355714560,635,2112
679862121895714818,586,2356
679854723806179328,1161,2733
679844490799091713,719,2271
679828447187857408,13275,34584
679777920601223168,1039,2974
679736210798047232,748,2004
679729593985699840,787,2073
679722016581222400,444,1594
679530280114372609,1972,4563
679527802031484928,686,2523
679511351870550016,1199,3221
679503373272485890,1386,3025
679475951516934144,608,2003
679462823135686656,17757,30056
679405845277462528,1136,2262
679158373988876288,7598,20276
679148763231985668,971,2665
679132435750195208,1096,2837
679111216690831360,2447,5672
679062614270468097,7610,16166
679047485189439488,623,2145
679001094530465792,1155,2716
678991772295516161,1091,2169
678969228704284672,430,1564
678800283649069056,854,2450
678798276842360832,1093,3295
678774928607469569,855,2681
678767140346941444,1281,3356
678764513869611008,442,1550
678755239630127104,3089,6741
678740035362037760,1567,3565
678708137298427904,2295,5328
678675843183484930,1380,2715
678643457146150913,380,1957
678446151570427904,1447,3812
678424312106393600,2401,5195
678410210315247616,1696,3994
678399652199309312,29993,76303
678396796259975168,394,1513
678389028614488064,396,1771
678380236862578688,849,2311
678341075375947776,505,1642
678334497360859136,235,1231
678278586130948096,5756,10867
678255464182861824,346,1511
678023323247357953,354,1812
678021115718029313,5930,12912
677961670166224897,1590,3249
677918531514703872,383,1264
677895101218201600,1944,4575
677716515794329600,922,2889
677700003327029250,1357,3216
677698403548192770,303,1167
677687604918272002,796,2364
677673981332312066,1411,3160
677662372920729601,890,1842
677644091929329666,762,1767
677573743309385728,653,2023
677565715327688705,431,1238
677557565589463040,1084,2322
677547928504967168,3458,6565
677530072887205888,217,1008
677335745548390400,1642,2881
677334615166730240,268,1274
677331501395156992,221,1032
677328882937298944,1419,3462
677314812125323265,503,1564
677301033169788928,378,1164
677269281705472000,666,1866
677228873407442944,1539,3354
677187300187611136,856,2582
676975532580409345,1004,2622
676957860086095872,763,2115
676949632774234114,372,1240
676948236477857792,808,2041
676946864479084545,344,1641
676942428000112642,702,1957
676936541936185344,4652,12066
676916996760600576,1706,2812
676897532954456065,685,2133
676864501615042560,657,1979
676821958043033607,14515,21612
676819651066732545,622,1724
676811746707918848,403,1352
676776431406465024,1901,4726
676617503762681856,894,2718
676613908052996102,185,1027
676606785097199616,407,1800
676603393314578432,358,1097
676593408224403456,2015,4317
676590572941893632,114,872
676588346097852417,732,2181
676582956622721024,254,1121
676575501977128964,1049,2426
676533798876651520,518,1766
676496375194980353,501,1441
676470639084101634,4386,10995
676440007570247681,619,1624
676430933382295552,317,1321
676263575653122048,507,1976
676237365392908289,264,1140
676219687039057920,29018,72282
676215927814406144,536,1634
676191832485810177,963,2137
676146341966438401,620,1813
676121918416756736,1086,2043
676101918813499392,1094,2668
676098748976615425,1314,2811
676089483918516224,408,1234
675898130735476737,529,1516
675891555769696257,794,2002
675888385639251968,886,2234
675878199931371520,1307,3930
675870721063669760,528,1537
675853064436391936,1194,2530
675849018447167488,133,893
675845657354215424,816,2132
675822767435051008,504,1434
675820929667219457,223,984
675798442703122432,3198,9660
675781562965868544,436,1520
675740360753160193,316,1106
675710890956750848,761,1764
675707330206547968,639,1865
675706639471788032,87,612
675534494439489536,382,1736
675531475945709568,356,1113
675522403582218240,266,975
675517828909424640,434,1219
675501075957489664,5458,16150
675497103322386432,1204,2943
675489971617296384,553,1209
675483430902214656,899,1726
675432746517426176,530,1416
675372240448454658,487,1585
675362609739206656,210,989
675354435921575936,15575,30527
675349384339542016,2108,3688
675334060156301312,1201,2589
675166823650848770,1460,3318
675153376133427200,2386,5852
675149409102012420,1577,3482
675147105808306176,215,880
675146535592706048,271,1107
675145476954566656,829,1998
675135153782571009,439,1219
675113801096802304,728,1817
675111688094527488,229,897
675109292475830276,1045,2619
675047298674663426,296,988
675015141583413248,1097,2533
675006312288268288,208,914
675003128568291329,429,1455
674999807681908736,1019,2090
674805413498527744,333,805
674800520222154752,792,2813
674793399141146624,1006,2333
674790488185167872,229,1028
674788554665512960,194,754
674781762103414784,1104,1876
674774481756377088,433,1030
674767892831932416,723,1694
674764817387900928,215,736
674754018082705410,404,1271
674752233200820224,424,1362
674743008475090944,502,1301
674742531037511680,47,447
674739953134403584,356,1018
674737130913071104,81,603
674690135443775488,437,1069
674670581682434048,598,1507
674664755118911488,223,853
674646392044941312,451,1338
674644256330530816,254,971
674638615994089473,540,1571
674632714662858753,530,1397
674606911342424069,92,872
674468880899788800,1878,5826
674447403907457024,331,993
674436901579923456,360,1034
674422304705744896,496,1336
674416750885273600,126,646
674410619106390016,425,1127
674394782723014656,524,1400
674372068062928900,292,797
674330906434379776,70,530
674318007229923329,475,1312
674307341513269249,6373,10610
674291837063053312,5396,13713
674271431610523648,676,1452
674269164442398721,213,851
674265582246694913,774,1518
674262580978937856,417,1227
674255168825880576,496,1358
674082852460433408,151,713
674075285688614912,261,929
674063288070742018,2005,5951
674053186244734976,1192,3077
674051556661161984,455,1351
674045139690631169,594,1314
674042553264685056,116,669
674038233588723717,391,1030
674036086168010753,189,798
674024893172875264,1131,1655
674019345211760640,283,1056
674014384960745472,590,1455
674008982932058114,324,1122
673956914389192708,881,1822
673919437611909120,342,1093
673906403526995968,1517,2962
673887867907739649,235,877
673716320723169284,693,2887
673715861853720576,1892,3287
673711475735838725,276,973
673709992831262724,246,786
673708611235921920,262,994
673707060090052608,359,1028
673705679337693185,377,1178
673700254269775872,525,1339
673697980713705472,1793,3675
673689733134946305,595,1619
673688752737402881,454,1174
673686845050527744,399,1340
673680198160809984,431,1271
673662677122719744,341,1171
673656262056419329,217,675
673636718965334016,333,1027
673612854080196609,666,1491
673583129559498752,332,1109
673580926094458881,253,775
673576835670777856,517,1284
673363615379013632,278,961
673359818736984064,614,1346
673355879178194945,527,1398
673352124999274496,496,1554
673350198937153538,195,711
673345638550134785,1161,2327
673343217010679808,246,901
673342308415348736,521,1185
673320132811366400,7195,12482
673317986296586240,227,819
673295268553605120,2903,6996
673270968295534593,333,996
673240798075449344,649,1327
673213039743795200,769,2065
673148804208660480,577,1571
672997845381865473,655,1837
672995267319328768,268,881
672988786805112832,266,911
672984142909456390,505,1173
672980819271634944,931,1693
672975131468300288,824,1559
672970152493887488,327,878
672968025906282496,496,1236
672964561327235073,588,1319
672902681409806336,454,1279
672898206762672129,387,841
672884426393653248,774,1431
672877615439593473,325,954
672834301050937345,526,1214
672828477930868736,447,1156
672640509974827008,287,913
672622327801233409,442,1197
672614745925664768,533,1132
672609152938721280,355,1020
672604026190569472,364,1026
672594978741354496,561,1230
672591762242805761,303,880
672591271085670400,174,665
672538107540070400,333,942
672523490734551040,151,580
672488522314567680,398,1033
672482722825261057,545,1041
672481316919734272,120,668
672475084225949696,646,1343
672466075045466113,483,1252
672272411274932228,3084,5967
672267570918129665,564,1371
672264251789176834,307,1049
672256522047614977,1404,2619
672254177670729728,681,1329
672248013293752320,550,1606
672245253877968896,143,626
672239279297454080,297,835
672231046314901505,927,1691
672222792075620352,192,729
672205392827572224,1049,2084
672169685991993344,335,943
672160042234327040,327,814
672139350159835138,635,1614
672125275208069120,1042,2206
672095186491711488,339,921
672082170312290304,336,875
672068090318987265,467,1190
671896809300709376,3838,7899
671891728106971137,517,1214
671882082306625538,1276,3238
671879137494245376,606,1306
671874878652489728,506,1160
671866342182637568,446,1044
671855973984772097,397,832
671789708968640512,3170,6573
671768281401958400,451,1108
671763349865160704,823,1547
671744970634719232,707,1257
671743150407421952,217,699
671735591348891648,692,1336
671729906628341761,3975,7879
671561002136281088,6629,11868
671550332464455680,192,842
671547767500775424,537,1251
671544874165002241,953,1816
671542985629241344,517,1009
671538301157904385,352,860
671536543010570240,371,1090
671533943490011136,529,939
671528761649688577,235,778
671520732782923777,487,1289
671518598289059840,271,874
671511350426865664,641,1471
671504605491109889,3281,6470
671497587707535361,414,858
671488513339211776,439,928
671486386088865792,180,532
671485057807351808,213,708
671390180817915904,683,1332
671362598324076544,270,1029
671357843010908160,143,369
671355857343524864,111,445
671347597085433856,388,880
671186162933985280,190,670
671182547775299584,307,1025
671166507850801152,313,808
671163268581498880,1013,1520
671159727754231808,73,329
671154572044468225,201,657
671151324042559489,139,614
671147085991960577,200,613
671141549288370177,597,1070
671138694582165504,369,855
671134062904504320,174,684
671122204919246848,2295,3216
671115716440031232,711,1263
671109016219725825,397,1058
670995969505435648,265,1018
670842764863651840,7937,22906
670840546554966016,177,540
670838202509447168,628,1023
670833812859932673,113,401
670832455012716544,196,672
670826280409919488,3698,5101
670823764196741120,169,714
670822709593571328,88,560
670815497391357952,1398,2928
670811965569282048,244,1042
670807719151067136,447,1082
670804601705242624,872,1817
670803562457407488,83,316
670797304698376195,212,683
670792680469889025,249,771
670789397210615808,219,612
670786190031921152,183,555
670783437142401025,351,768
670782429121134593,701,1425
670780561024270336,266,733
670778058496974848,67,310
670764103623966721,387,1006
670755717859713024,96,403
670733412878163972,467,891
670727704916926465,328,775
670717338665226240,439,1103
670704688707301377,340,724
670691627984359425,220,544
670679630144274432,256,692
670676092097810432,37,226
670668383499735048,4554,9880
670474236058800128,677,1400
670468609693655041,80,332
670465786746662913,500,903
670452855871037440,188,509
670449342516494336,593,1118
670444955656130560,1808,6270
670442337873600512,184,597
670435821946826752,468,979
670434127938719744,589,1311
670433248821026816,103,305
670428280563085312,560,1287
670427002554466305,146,483
670421925039075328,579,1211
670420569653809152,287,572
670417414769758208,299,531
670411370698022913,816,1870
670408998013820928,200,511
670403879788544000,140,395
670385711116361728,190,521
670374371102445568,248,695
670361874861563904,60,305
670338931251150849,101,397
670319130621435904,1116,3616
670303360680108032,120,404
670290420111441920,261,644
670093938074779648,301,950
670086499208155136,229,646
670079681849372674,1113,2045
670073503555706880,716,1442
670069087419133954,217,575
670061506722140161,303,698
670055038660800512,296,612
670046952931721218,159,596
670040295598354432,103,697
670037189829525505,253,547
670003130994700288,84,308
669993076832759809,75,299
669972011175813120,140,410
669970042633789440,50,280
669942763794931712,144,464
669926384437997569,88,348
669923323644657664,53,214
669753178989142016,366,735
669749430875258880,60,239
669684865554620416,80,469
669683899023405056,100,350
669682095984410625,124,327
669680153564442624,264,618
669661792646373376,388,749
669625907762618368,1652,3263
669603084620980224,333,887
669597912108789760,139,472
669583744538451968,848,1380
669573570759163904,127,402
669571471778410496,925,1470
669567591774625800,48,216
669564461267722241,110,360
669393256313184256,66,329
669375718304980992,659,1224
669371483794317312,161,452
669367896104181761,138,423
669363888236994561,208,578
669359674819481600,110,344
669354382627049472,1162,2496
669353438988365824,239,583
669351434509529089,166,399
669328503091937280,381,938
669327207240699904,112,532
669324657376567296,192,454
669216679721873412,366,1102
669214165781868544,146,402
669203728096960512,426,931
669037058363662336,284,605
669015743032369152,341,681
669006782128353280,221,534
669000397445533696,5786,19356
668994913074286592,204,406
668992363537309700,311,686
668989615043424256,303,623
668988183816871936,419,836
668986018524233728,149,508
668981893510119424,276,501
668979806671884288,317,735
668975677807423489,529,1205
668967877119254528,21,133
668960084974809088,223,649
668955713004314625,65,254
668932921458302977,53,236
668902994700836864,91,294
668892474547511297,135,369
668872652652679168,277,490
668852170888998912,147,419
668826086256599040,122,394
668815180734689280,236,517
668779399630725120,341,663
668655139528511488,201,487
668645506898350081,479,808
668643542311546881,470,808
668641109086707712,492,983
668636665813057536,451,957
668633411083464705,1452,2577
668631377374486528,292,651
668627278264475648,100,289
668625577880875008,117,351
668623201287675904,685,1303
668620235289837568,36,184
668614819948453888,291,570
668587383441514497,974,1550
668567822092664832,49,219
668544745690562560,209,474
668542336805281792,193,420
668537837512433665,63,236
668528771708952576,203,429
668507509523615744,94,301
668496999348633600,120,379
668484198282485761,215,388
668480044826800133,131,420
668466899341221888,464,813
668297328638447616,272,579
668291999406125056,29,225
668286279830867968,125,466
668274247790391296,211,760
668268907921326080,212,510
668256321989451776,543,1200
668248472370458624,428,877
668237644992782336,2568,5702
668226093875376128,91,269
668221241640230912,179,474
668204964695683073,182,516
668190681446379520,182,600
668171859951755264,172,446
668154635664932864,285,462
668142349051129856,256,534
668113020489474048,216,619
667937095915278337,726,1148
667924896115245057,98,275
667915453470232577,51,196
667911425562669056,263,450
667902449697558528,349,797
667886921285246976,973,1725
667885044254572545,425,765
667878741721415682,107,369
667873844930215936,369,577
667866724293877760,940,2811
667861340749471744,74,229
667832474953625600,57,268
667806454573760512,448,975
667801013445750784,85,295
667793409583771648,304,640
667782464991965184,225,379
667773195014021121,47,214
667766675769573376,199,397
667728196545200128,139,344
667724302356258817,286,442
667550904950915073,30,0
667550882905632768,26,0
667549055577362432,2051,5312
667546741521195010,115,315
667544320556335104,482,789
667538891197542400,60,189
667534815156183040,480,751
667530908589760512,218,432
667524857454854144,1020,1563
667517642048163840,176,343
667509364010450944,1939,6293
667502640335572993,201,502
667495797102141441,243,481
667491009379606528,206,480
667470559035432960,88,233
667455448082227200,56,179
667453023279554560,80,292
